UniqueCarrier,tailnum,AvgCatchUpTime,iloscWystapien,type,manufacturer,issue_date,model,status,aircraft_type,engine_type,year
US,N201UU,-1.1219,1159,Corporation,BOEING,12/31/2003,757-2B7,Valid,Fixed Wing Multi-Engine,Turbo-Fan,1995
AA,N202AA,-2.0623,14020,Corporation,CESSNA,02/12/1996,421C,Valid,Fixed Wing Multi-Engine,Reciprocating,1980
NW,N202AA,-1.6079,1594,Corporation,CESSNA,02/12/1996,421C,Valid,Fixed Wing Multi-Engine,Reciprocating,1980
F9,N202FR,0.6479,143,Corporation,AIRBUS,03/06/2008,A320-214,Valid,Fixed Wing Multi-Engine,Turbo-Fan,2008
UA,N202UA,-1.4718,18913,Corporation,BOEING,03/29/2006,737-322,Valid,Fixed Wing Multi-Engine,Turbo-Fan,1990
US,N202UW,-2.7943,1342,Corporation,BOEING,01/06/2004,757-2B7,Valid,Fixed Wing Multi-Engine,Turbo-Fan,1995
WN,N202WN,-5.6688,2831,Corporation,BOEING,03/09/2005,737-7H4,Valid,Fixed Wing Multi-Engine,Turbo-Fan,2005
B6,N203JB,-0.9756,3638,Corporation,EMBRAER,03/17/2006,ERJ 190-100 IGW,Valid,Fixed Wing Multi-Engine,Turbo-Fan,2006
UA,N203UA,-1.3794,18220,Corporation,BOEING,03/29/2006,737-322,Valid,Fixed Wing Multi-Engine,Turbo-Fan,1990
US,N203UW,-2.5793,782,Corporation,BOEING,02/24/2006,757-23N,Valid,Fixed Wing Multi-Engine,Turbo-Fan,2000
WN,N203WN,-6.0010,3034,Corporation,BOEING,03/10/2005,737-7H4,Valid,Fixed Wing Multi-Engine,Turbo-Fan,2005
UA,N204UA,-2.6677,1251,Corporation,BOEING,02/04/1999,777-222,Valid,Fixed Wing Multi-Engine,Turbo-Fan,1999
US,N204UW,-3.3575,716,Corporation,BOEING,02/27/2006,757-23N,Valid,Fixed Wing Multi-Engine,Turbo-Fan,2000
WN,N204WN,-5.6489,2787,Corporation,BOEING,03/18/2005,737-7H4,Valid,Fixed Wing Multi-Engine,Turbo-Fan,2005
US,N205UW,-0.5566,745,Corporation,BOEING,02/24/2006,757-23N,Valid,Fixed Wing Multi-Engine,Turbo-Fan,2000
WN,N205WN,-5.6657,2844,Corporation,BOEING,03/23/2005,737-7H4,Valid,Fixed Wing Multi-Engine,Turbo-Fan,2005
B6,N206JB,-0.9997,3559,Corporation,EMBRAER,04/19/2006,ERJ 190-100 IGW,Valid,Fixed Wing Multi-Engine,Turbo-Fan,2006
UA,N206UA,-3.0752,1211,Corporation,BOEING,05/19/1999,777-222,Valid,Fixed Wing Multi-Engine,Turbo-Fan,1999
US,N206UW,-1.9269,1397,Corporation,BOEING,12/30/2003,757-2B7,Valid,Fixed Wing Multi-Engine,Turbo-Fan,1995
WN,N206WN,-5.7329,2808,Corporation,BOEING,04/07/2005,737-7H4,Valid,Fixed Wing Multi-Engine,Turbo-Fan,2005
AA,N207AA,-1.0600,15357,Corporation,MCDONNELL DOUGLAS,04/23/2001,DC-9-82(MD-82),Valid,Fixed Wing Multi-Engine,Turbo-Fan,1983
WN,N207WN,-6.0632,2835,Corporation,BOEING,04/13/2005,737-7H4,Valid,Fixed Wing Multi-Engine,Turbo-Fan,2005
AA,N208AA,-1.2033,15078,Corporation,MCDONNELL DOUGLAS,12/30/1999,DC-9-82(MD-82),Valid,Fixed Wing Multi-Engine,Turbo-Fan,1983
WN,N208WN,-6.0127,2610,Corporation,BOEING,04/13/2005,737-7H4,Valid,Fixed Wing Multi-Engine,Turbo-Fan,2005
UA,N209UA,-2.2222,884,Corporation,BOEING,12/17/1999,777-222,Valid,Fixed Wing Multi-Engine,Turbo-Fan,1999
WN,N209WN,-5.6015,2766,Corporation,BOEING,05/05/2005,737-7H4,Valid,Fixed Wing Multi-Engine,Turbo-Fan,2005
UA,N210UA,-2.8026,5610,Corporation,BOEING,02/01/2000,777-222,Valid,Fixed Wing Multi-Engine,Turbo-Fan,2000
WN,N210WN,-5.9743,2803,Corporation,BOEING,04/27/2005,737-7H4,Valid,Fixed Wing Multi-Engine,Turbo-Fan,2005
CO,N21108,-0.0254,11168,Corporation,BOEING,11/08/1994,757-224,Valid,Fixed Wing Multi-Engine,Turbo-Jet,1994
XE,N21129,0.3457,6120,Corporation,EMBRAER,03/28/2003,EMB-145XR,Valid,Fixed Wing Multi-Engine,Turbo-Fan,2003
XE,N21130,0.0716,6177,Corporation,EMBRAER,03/28/2003,EMB-145XR,Valid,Fixed Wing Multi-Engine,Turbo-Fan,2003
XE,N21144,0.8372,5801,Corporation,EMBRAER,07/24/2003,EMB-145XR,Valid,Fixed Wing Multi-Engine,Turbo-Fan,2003
XE,N21154,0.0833,5403,Corporation,EMBRAER,12/10/2003,EMB-145XR,Valid,Fixed Wing Multi-Engine,Turbo-Fan,2003
XE,N21197,-0.7797,1836,Corporation,EMBRAER,01/11/2006,EMB-145XR,Valid,Fixed Wing Multi-Engine,Turbo-Fan,2006
MQ,N211NE,-1.2261,1132,Corporation,SAAB-SCANIA,10/25/1990,SAAB 340B,Valid,Fixed Wing Multi-Engine,Turbo-Prop,None
UA,N211UA,-3.0372,5437,Corporation,BOEING,05/22/2000,777-222,Valid,Fixed Wing Multi-Engine,Turbo-Fan,2000
WN,N211WN,-6.2171,2777,Corporation,BOEING,05/10/2005,737-7H4,Valid,Fixed Wing Multi-Engine,Turbo-Fan,2005
UA,N212UA,-3.9212,5264,Corporation,BOEING,07/31/2000,777-222,Valid,Fixed Wing Multi-Engine,Turbo-Fan,2000
WN,N212WN,-5.7138,2854,Corporation,BOEING,05/27/2005,737-7H4,Valid,Fixed Wing Multi-Engine,Turbo-Fan,2005
UA,N213UA,-4.2481,5208,Corporation,BOEING,08/16/2000,777-222,Valid,Fixed Wing Multi-Engine,Turbo-Fan,2000
WN,N213WN,-6.0281,2812,Corporation,BOEING,06/13/2005,737-7H4,Valid,Fixed Wing Multi-Engine,Turbo-Fan,2005
AA,N214AA,-1.1174,15181,Corporation,MCDONNELL DOUGLAS,01/13/2005,DC-9-82(MD-82),Valid,Fixed Wing Multi-Engine,Turbo-Fan,1983
UA,N214UA,-3.9509,5118,Corporation,BOEING,08/29/2000,777-222,Valid,Fixed Wing Multi-Engine,Turbo-Fan,2000
WN,N214WN,-6.0592,2754,Corporation,BOEING,06/22/2005,737-7H4,Valid,Fixed Wing Multi-Engine,Turbo-Fan,2005
XE,N21537,0.9276,8501,Corporation,EMBRAER,07/10/2002,EMB-145LR,Valid,Fixed Wing Multi-Engine,Turbo-Fan,2001
OO,N215SW,-0.9243,13974,Corporation,EMBRAER,05/17/1993,EMB-120ER,Valid,Fixed Wing Multi-Engine,Turbo-Prop,1993
UA,N215UA,-4.0262,5169,Corporation,BOEING,08/31/2000,777-222,Valid,Fixed Wing Multi-Engine,Turbo-Fan,2000
WN,N215WN,-5.6593,2762,Corporation,BOEING,06/20/2005,737-7H4,Valid,Fixed Wing Multi-Engine,Turbo-Fan,2005
B6,N216JB,-0.0474,3416,Corporation,EMBRAER,04/26/2006,ERJ 190-100 IGW,Valid,Fixed Wing Multi-Engine,Turbo-Fan,2006
OO,N216SW,-1.2715,13402,Corporation,EMBRAER,09/23/1993,EMB-120,Valid,Fixed Wing Multi-Engine,Turbo-Prop,1993
UA,N216UA,-3.7177,746,Corporation,BOEING,07/24/2000,777-222,Valid,Fixed Wing Multi-Engine,Turbo-Fan,2000
WN,N216WR,-6.2517,2823,Corporation,BOEING,07/13/2005,737-7H4,Valid,Fixed Wing Multi-Engine,Turbo-Fan,2005
CO,N21723,-0.8996,6980,Corporation,BOEING,04/23/1999,737-724,Valid,Fixed Wing Multi-Engine,Turbo-Jet,1999
WN,N217JC,-6.1298,2764,Corporation,BOEING,07/20/2005,737-7H4,Valid,Fixed Wing Multi-Engine,Turbo-Fan,2005
OO,N217SW,-1.3654,14230,Corporation,EMBRAER,10/28/1993,EMB-120ER,Valid,Fixed Wing Multi-Engine,Turbo-Prop,1993
UA,N217UA,-3.5721,652,Corporation,BOEING,08/15/2000,777-222,Valid,Fixed Wing Multi-Engine,Turbo-Fan,2000
AA,N218AA,-1.1139,15104,Corporation,MCDONNELL DOUGLAS,12/30/1999,DC-9-82(MD-82),Valid,Fixed Wing Multi-Engine,Turbo-Fan,1983
MQ,N218AE,-0.7915,2010,Corporation,SAAB-SCANIA,12/06/1990,SAAB 340B,Valid,Fixed Wing Multi-Engine,Turbo-Prop,None
OO,N218SW,-1.0057,16305,Corporation,EMBRAER,09/24/2004,EMB-120ER,Valid,Fixed Wing Multi-Engine,Turbo-Prop,1994
UA,N218UA,-3.6298,524,Corporation,BOEING,01/11/2001,777-222,Valid,Fixed Wing Multi-Engine,Turbo-Fan,2001
WN,N218WN,-5.6663,2834,Corporation,BOEING,07/20/2005,737-7H4,Valid,Fixed Wing Multi-Engine,Turbo-Fan,2005
AA,N219AA,-1.3229,15368,Corporation,MCDONNELL DOUGLAS,02/09/2005,DC-9-82(MD-82),Valid,Fixed Wing Multi-Engine,Turbo-Fan,1983
MQ,N219AE,-0.0005,2139,Corporation,SAAB-SCANIA,12/13/1990,SAAB 340B,Valid,Fixed Wing Multi-Engine,Turbo-Prop,None
UA,N219UA,-4.0373,590,Corporation,BOEING,06/18/2003,777-222,Valid,Fixed Wing Multi-Engine,Turbo-Fan,2001
WN,N219WN,-6.0042,2843,Corporation,BOEING,07/21/2005,737-7H4,Valid,Fixed Wing Multi-Engine,Turbo-Fan,2005
OO,N220SW,-1.2159,16388,Corporation,EMBRAER,02/28/2001,EMB-120ER,Valid,Fixed Wing Multi-Engine,Turbo-Prop,1994
UA,N220UA,-3.4356,568,Corporation,BOEING,06/13/2003,777-222,Valid,Fixed Wing Multi-Engine,Turbo-Fan,2001
WN,N220WN,-6.0625,2803,Corporation,BOEING,08/09/2005,737-7H4,Valid,Fixed Wing Multi-Engine,Turbo-Fan,2005
OO,N221SW,-0.9750,16092,Corporation,EMBRAER,07/28/1994,EMB-120ER,Valid,Fixed Wing Multi-Engine,Turbo-Prop,1994
UA,N221UA,-3.1763,558,Corporation,BOEING,06/18/2003,777-222,Valid,Fixed Wing Multi-Engine,Turbo-Fan,2001
WN,N221WN,-5.5170,2803,Corporation,BOEING,09/14/2005,737-7H4,Valid,Fixed Wing Multi-Engine,Turbo-Fan,2005
UA,N222UA,-3.7505,526,Corporation,BOEING,06/17/2003,777-222,Valid,Fixed Wing Multi-Engine,Turbo-Fan,2001
WN,N222WN,-6.0243,2804,Corporation,BOEING,09/27/2005,737-7H4,Valid,Fixed Wing Multi-Engine,Turbo-Fan,2005
AA,N223AA,-1.1315,15033,Corporation,MCDONNELL DOUGLAS,03/10/2005,DC-9-82(MD-82),Valid,Fixed Wing Multi-Engine,Turbo-Fan,1983
OO,N223SW,-1.4268,16576,Corporation,EMBRAER,03/13/1995,EMB-120ER,Valid,Fixed Wing Multi-Engine,Turbo-Prop,1995
UA,N223UA,-3.4753,487,Corporation,BOEING,09/05/2001,777-222,Valid,Fixed Wing Multi-Engine,Turbo-Fan,2001
WN,N223WN,-6.0444,2864,Corporation,BOEING,11/16/2005,737-7H4,Valid,Fixed Wing Multi-Engine,Turbo-Fan,2005
OO,N224SW,-1.2909,14478,Corporation,EMBRAER,03/21/2001,EMB-120ER,Valid,Fixed Wing Multi-Engine,Turbo-Prop,1995
UA,N224UA,-3.9833,542,Corporation,BOEING,01/14/2002,777-222,Valid,Fixed Wing Multi-Engine,Turbo-Fan,2001
WN,N224WN,-6.2598,2850,Corporation,BOEING,11/21/2005,737-7H4,Valid,Fixed Wing Multi-Engine,Turbo-Fan,2005
UA,N225UA,-3.4748,535,Corporation,BOEING,01/18/2002,777-222,Valid,Fixed Wing Multi-Engine,Turbo-Fan,2001
WN,N225WN,-6.0718,2762,Corporation,BOEING,01/05/2006,737-7H4,Valid,Fixed Wing Multi-Engine,Turbo-Fan,2005
OO,N226SW,-1.3378,16577,Corporation,EMBRAER,12/30/2005,EMB-120ER,Valid,Fixed Wing Multi-Engine,Turbo-Prop,1995
UA,N226UA,-2.5366,533,Corporation,BOEING,02/22/2002,777-222,Valid,Fixed Wing Multi-Engine,Turbo-Fan,2002
WN,N226WN,-6.5594,2816,Corporation,BOEING,12/15/2005,737-7H4,Valid,Fixed Wing Multi-Engine,Turbo-Fan,2005
AA,N227AA,-1.2443,15230,Corporation,MCDONNELL DOUGLAS,01/09/1984,DC-9-82(MD-82),Valid,Fixed Wing Multi-Engine,Turbo-Fan,1983
OO,N227SW,-1.2857,16743,Corporation,EMBRAER,10/24/1995,EMB-120ER,Valid,Fixed Wing Multi-Engine,Turbo-Prop,1995
UA,N227UA,-3.0702,527,Corporation,BOEING,02/22/2002,777-222,Valid,Fixed Wing Multi-Engine,Turbo-Fan,2002
WN,N227WN,-6.0125,2809,Corporation,BOEING,01/05/2006,737-7H4,Valid,Fixed Wing Multi-Engine,Turbo-Fan,2005
B6,N228JB,-0.1014,3399,Corporation,EMBRAER,05/22/2006,ERJ 190-100 IGW,Valid,Fixed Wing Multi-Engine,Turbo-Fan,2006
UA,N228UA,-3.2389,562,Corporation,BOEING,03/11/2002,777-222,Valid,Fixed Wing Multi-Engine,Turbo-Fan,2002
WN,N228WN,-6.0261,2798,Corporation,BOEING,01/10/2006,737-7H4,Valid,Fixed Wing Multi-Engine,Turbo-Fan,2005
XE,N22909,1.4998,9455,Corporation,EMBRAER,05/29/2002,EMB-145LR,Valid,Fixed Wing Multi-Engine,Turbo-Fan,2001
XE,N22971,1.0370,8858,Corporation,EMBRAER,09/17/1999,EMB-145LR,Valid,Fixed Wing Multi-Engine,Turbo-Fan,1999
B6,N229JB,-0.5026,3419,Corporation,EMBRAER,06/07/2006,ERJ 190-100 IGW,Valid,Fixed Wing Multi-Engine,Turbo-Fan,2006
OO,N229SW,-1.2130,16626,Corporation,EMBRAER,11/20/1995,EMB-120ER,Valid,Fixed Wing Multi-Engine,Turbo-Prop,1995
UA,N229UA,-3.7637,531,Corporation,BOEING,04/02/2002,777-222,Valid,Fixed Wing Multi-Engine,Turbo-Fan,2002
WN,N229WN,-5.8800,2837,Corporation,BOEING,02/17/2006,737-7H4,Valid,Fixed Wing Multi-Engine,Turbo-Fan,2006
WN,N230WN,-5.5944,2800,Corporation,BOEING,03/21/2006,737-7H4,Valid,Fixed Wing Multi-Engine,Turbo-Fan,2006
XE,N23139,0.6357,5880,Corporation,EMBRAER,06/11/2003,EMB-145XR,Valid,Fixed Wing Multi-Engine,Turbo-Fan,2003
B6,N231JB,-0.5294,3243,Corporation,EMBRAER,06/12/2006,ERJ 190-100 IGW,Valid,Fixed Wing Multi-Engine,Turbo-Fan,2006
WN,N231WN,-5.7170,2834,Corporation,BOEING,03/24/2006,737-7H4,Valid,Fixed Wing Multi-Engine,Turbo-Fan,2006
AA,N232AA,-0.8451,14908,Corporation,MCDONNELL DOUGLAS,08/12/2004,DC-9-82(MD-82),Valid,Fixed Wing Multi-Engine,Turbo-Fan,1983
US,N232AA,-2.6827,1194,Corporation,MCDONNELL DOUGLAS,08/12/2004,DC-9-82(MD-82),Valid,Fixed Wing Multi-Engine,Turbo-Fan,1983
MQ,N232AE,-0.5782,1544,Corporation,SAAB-SCANIA,04/03/1991,SAAB 340B,Valid,Fixed Wing Multi-Engine,Turbo-Prop,1991
OO,N232SW,-1.1488,14960,Corporation,EMBRAER,12/05/1995,EMB-120ER,Valid,Fixed Wing Multi-Engine,Turbo-Prop,1995
WN,N232WN,-5.9432,2857,Corporation,BOEING,04/07/2006,737-7H4,Valid,Fixed Wing Multi-Engine,Turbo-Fan,2006
AA,N233AA,-1.0264,15062,Corporation,MCDONNELL DOUGLAS,01/04/2002,DC-9-82(MD-82),Valid,Fixed Wing Multi-Engine,Turbo-Fan,1983
WN,N233LV,-5.4254,2808,Corporation,BOEING,04/19/2006,737-7H4,Valid,Fixed Wing Multi-Engine,Turbo-Fan,2006
OO,N233SW,-1.1564,16478,Corporation,EMBRAER,12/20/1995,EMB-120ER,Valid,Fixed Wing Multi-Engine,Turbo-Prop,1995
AA,N234AA,-1.1614,15261,Corporation,MCDONNELL DOUGLAS,01/04/2005,DC-9-82(MD-82),Valid,Fixed Wing Multi-Engine,Turbo-Fan,1983
OO,N234SW,-1.2153,16746,Corporation,EMBRAER,12/11/1996,EMB-120ER,Valid,Fixed Wing Multi-Engine,Turbo-Prop,1996
WN,N234WN,-5.5432,2723,Corporation,BOEING,05/01/2006,737-7H4,Valid,Fixed Wing Multi-Engine,Turbo-Fan,2006
OO,N235SW,-1.2993,16412,Corporation,EMBRAER,03/19/1996,EMB-120ER,Valid,Fixed Wing Multi-Engine,Turbo-Prop,0000
WN,N235WN,-5.7714,2829,Corporation,BOEING,05/12/2006,737-7H4,Valid,Fixed Wing Multi-Engine,Turbo-Fan,2006
CO,N23661,-1.0409,11171,Corporation,BOEING,07/22/1998,737-524,Valid,Fixed Wing Multi-Engine,Turbo-Fan,1998
AA,N236AA,-1.2730,15223,Corporation,MCDONNELL DOUGLAS,01/29/2008,DC-9-82(MD-82),Valid,Fixed Wing Multi-Engine,Turbo-Fan,1984
MQ,N236AE,-0.7515,2528,Corporation,SAAB-SCANIA,05/15/1998,SAAB 340B,Valid,Fixed Wing Multi-Engine,Turbo-Prop,1991
B6,N236JB,0.1608,3289,Corporation,EMBRAER,06/30/2006,ERJ 190-100 IGW,Valid,Fixed Wing Multi-Engine,Turbo-Fan,2006
OO,N236SW,-0.9777,14118,Corporation,EMBRAER,04/22/1996,EMB-120ER,Valid,Fixed Wing Multi-Engine,Turbo-Prop,1996
WN,N236WN,-5.4902,2807,Corporation,BOEING,05/31/2006,737-7H4,Valid,Fixed Wing Multi-Engine,Turbo-Fan,2006
CO,N23707,-1.7199,7608,Corporation,BOEING,05/28/1998,737-724,Valid,Fixed Wing Multi-Engine,Turbo-Jet,1998
CO,N23708,-1.0640,7525,Corporation,BOEING,06/02/1998,737-724,Valid,Fixed Wing Multi-Engine,Turbo-Jet,1998
CO,N23721,-0.8887,7042,Corporation,BOEING,03/10/1999,737-724,Valid,Fixed Wing Multi-Engine,Turbo-Jet,1999
AA,N237AA,-1.3041,15393,Corporation,MCDONNELL DOUGLAS,01/29/2008,DC-9-82(MD-82),Valid,Fixed Wing Multi-Engine,Turbo-Fan,1984
OO,N237SW,-1.7183,14768,Corporation,EMBRAER,05/22/1996,EMB-120ER,Valid,Fixed Wing Multi-Engine,Turbo-Prop,1996
WN,N237WN,-5.6223,2836,Corporation,BOEING,06/05/2006,737-7H4,Valid,Fixed Wing Multi-Engine,Turbo-Fan,2006
MQ,N238AE,-1.4097,4728,Corporation,SAAB-SCANIA,05/15/1998,SAAB 340B,Valid,Fixed Wing Multi-Engine,Turbo-Prop,None
B6,N238JB,-0.6158,3211,Corporation,EMBRAER,07/20/2006,ERJ 190-100 IGW,Valid,Fixed Wing Multi-Engine,Turbo-Fan,None
WN,N238WN,-5.6076,2803,Corporation,BOEING,06/27/2006,737-7H4,Valid,Fixed Wing Multi-Engine,Turbo-Fan,2005
B6,N239JB,-0.2219,2958,Corporation,EMBRAER,08/15/2006,ERJ 190-100 IGW,Valid,Fixed Wing Multi-Engine,Turbo-Fan,2006
WN,N239WN,-5.8611,2778,Corporation,BOEING,07/06/2006,737-7H4,Valid,Fixed Wing Multi-Engine,Turbo-Fan,2006
FL,N240AT,-0.5862,5271,Corporation,BOEING,04/20/2005,737-76N,Valid,Fixed Wing Multi-Engine,Turbo-Fan,2005
MQ,N240DS,-1.0424,4227,Corporation,SAAB-SCANIA,05/15/1998,SAAB 340B,Valid,Fixed Wing Multi-Engine,Turbo-Prop,None
WN,N240WN,-5.5689,2770,Corporation,BOEING,07/11/2006,737-7H4,Valid,Fixed Wing Multi-Engine,Turbo-Fan,2006
XE,N24103,-0.5019,6544,Corporation,EMBRAER,06/24/2003,EMB-145XR,Valid,Fixed Wing Multi-Engine,Turbo-Fan,2002
XE,N24128,0.0120,6261,Corporation,EMBRAER,03/10/2003,EMB-145XR,Valid,Fixed Wing Multi-Engine,Turbo-Fan,2003
AA,N241AA,-1.3245,15037,Corporation,MCDONNELL DOUGLAS,01/31/2008,DC-9-82(MD-82),Valid,Fixed Wing Multi-Engine,Turbo-Fan,1984
US,N241AA,-4.8401,891,Corporation,MCDONNELL DOUGLAS,01/31/2008,DC-9-82(MD-82),Valid,Fixed Wing Multi-Engine,Turbo-Fan,1984
WN,N241WN,-5.9389,2788,Corporation,BOEING,07/31/2006,737-7H4,Valid,Fixed Wing Multi-Engine,Turbo-Fan,2006
CO,N24202,-0.5105,7232,Corporation,BOEING,06/13/2000,737-824,Valid,Fixed Wing Multi-Engine,Turbo-Fan,2000
CO,N24211,0.2151,8126,Corporation,BOEING,07/31/1998,737-824,Valid,Fixed Wing Multi-Engine,Turbo-Fan,1998
TW,N24211,-2.6335,1047,Corporation,BOEING,07/31/1998,737-824,Valid,Fixed Wing Multi-Engine,Turbo-Fan,1998
CO,N24212,-1.2347,8220,Corporation,BOEING,07/02/1998,737-824,Valid,Fixed Wing Multi-Engine,Turbo-Fan,1998
CO,N24224,-1.6842,7744,Corporation,BOEING,12/21/1998,737-824,Valid,Fixed Wing Multi-Engine,Turbo-Fan,1998
AA,N242AA,-1.3517,15018,Corporation,MCDONNELL DOUGLAS,01/29/2008,DC-9-82(MD-82),Valid,Fixed Wing Multi-Engine,Turbo-Fan,1984
US,N242AA,-5.6860,1179,Corporation,MCDONNELL DOUGLAS,01/29/2008,DC-9-82(MD-82),Valid,Fixed Wing Multi-Engine,Turbo-Fan,1984
WN,N242WN,-5.7097,2810,Corporation,BOEING,07/17/2006,737-7H4,Valid,Fixed Wing Multi-Engine,Turbo-Fan,2006
WN,N243WN,-5.8770,2787,Corporation,BOEING,07/27/2006,737-7H4,Valid,Fixed Wing Multi-Engine,Turbo-Fan,2006
AA,N244AA,-1.4297,14971,Corporation,MCDONNELL DOUGLAS,02/07/2008,DC-9-82(MD-82),Valid,Fixed Wing Multi-Engine,Turbo-Fan,1984
US,N244AA,-5.5226,1398,Corporation,MCDONNELL DOUGLAS,02/07/2008,DC-9-82(MD-82),Valid,Fixed Wing Multi-Engine,Turbo-Fan,1984
WN,N244WN,-6.0643,2777,Corporation,BOEING,08/03/2006,737-7H4,Valid,Fixed Wing Multi-Engine,Turbo-Fan,2006
XE,N24517,0.4497,8031,Corporation,EMBRAER,10/31/2000,EMB-135LR,Valid,Fixed Wing Multi-Engine,Turbo-Fan,2000
AA,N245AA,-1.1056,15041,Corporation,MCDONNELL DOUGLAS,01/30/2008,DC-9-82(MD-82),Valid,Fixed Wing Multi-Engine,Turbo-Fan,1984
US,N245AA,-4.8469,1259,Corporation,MCDONNELL DOUGLAS,01/30/2008,DC-9-82(MD-82),Valid,Fixed Wing Multi-Engine,Turbo-Fan,1984
US,N245AY,-1.3112,393,Corporation,BOEING,04/24/2007,767-201,Valid,Fixed Wing Multi-Engine,Turbo-Jet,1987
WN,N245WN,-5.7000,2822,Corporation,BOEING,08/08/2006,737-7H4,Valid,Fixed Wing Multi-Engine,Turbo-Fan,2006
CO,N24633,-0.8336,16381,Corporation,BOEING,08/07/1995,737-524,Valid,Fixed Wing Multi-Engine,Turbo-Fan,1995
AA,N246AA,-1.4413,15447,Corporation,MCDONNELL DOUGLAS,01/30/2008,DC-9-82(MD-82),Valid,Fixed Wing Multi-Engine,Turbo-Fan,1984
US,N246AA,-5.5552,1420,Corporation,MCDONNELL DOUGLAS,01/30/2008,DC-9-82(MD-82),Valid,Fixed Wing Multi-Engine,Turbo-Fan,1984
US,N246AY,1.1582,373,Corporation,BOEING,05/08/2007,767-201,Valid,Fixed Wing Multi-Engine,Turbo-Jet,1987
WN,N246LV,-5.5920,2746,Corporation,BOEING,08/17/2006,737-7H4,Valid,Fixed Wing Multi-Engine,Turbo-Fan,2006
CO,N24702,-0.8323,7657,Corporation,BOEING,04/01/1998,737-724,Valid,Fixed Wing Multi-Engine,Turbo-Jet,1998
CO,N24706,-1.3935,7730,Corporation,BOEING,05/26/1998,737-724,Valid,Fixed Wing Multi-Engine,Turbo-Jet,1998
CO,N24715,-1.5623,7360,Corporation,BOEING,10/22/1998,737-724,Valid,Fixed Wing Multi-Engine,Turbo-Jet,1998
CO,N24729,-0.3171,6970,Corporation,BOEING,07/29/1999,737-724,Valid,Fixed Wing Multi-Engine,Turbo-Jet,1999
CO,N24736,-0.8479,6919,Corporation,BOEING,09/28/1999,737-724,Valid,Fixed Wing Multi-Engine,Turbo-Jet,1999
B6,N247JB,-0.2294,3031,Corporation,EMBRAER,08/22/2006,ERJ 190-100 IGW,Valid,Fixed Wing Multi-Engine,Turbo-Fan,2006
WN,N247WN,-5.6492,2787,Corporation,BOEING,08/15/2006,737-7H4,Valid,Fixed Wing Multi-Engine,Turbo-Fan,2006
AA,N248AA,-1.4083,14997,Corporation,MCDONNELL DOUGLAS,02/06/2008,DC-9-82(MD-82),Valid,Fixed Wing Multi-Engine,Turbo-Fan,1984
US,N248AA,-4.6629,1162,Corporation,MCDONNELL DOUGLAS,02/06/2008,DC-9-82(MD-82),Valid,Fixed Wing Multi-Engine,Turbo-Fan,1984
US,N248AY,1.4027,365,Corporation,BOEING,08/30/2005,767-201,Valid,Fixed Wing Multi-Engine,Turbo-Jet,1988
WN,N248WN,-5.7448,2805,Corporation,BOEING,08/30/2006,737-7H4,Valid,Fixed Wing Multi-Engine,Turbo-Fan,2006
AA,N249AA,-1.4802,14900,Corporation,MCDONNELL DOUGLAS,08/08/2007,DC-9-82(MD-82),Valid,Fixed Wing Multi-Engine,Turbo-Fan,1984
US,N249AA,-5.4773,1088,Corporation,MCDONNELL DOUGLAS,08/08/2007,DC-9-82(MD-82),Valid,Fixed Wing Multi-Engine,Turbo-Fan,1984
US,N249AU,0.6409,401,Corporation,BOEING,08/23/2005,767-201,Valid,Fixed Wing Multi-Engine,Turbo-Jet,1987
B6,N249JB,-0.9678,2876,Corporation,EMBRAER,09/14/2006,ERJ 190-100 IGW,Valid,Fixed Wing Multi-Engine,Turbo-Fan,2006
WN,N249WN,-5.9914,2785,Corporation,BOEING,08/30/2006,737-7H4,Valid,Fixed Wing Multi-Engine,Turbo-Fan,2006
MQ,N250AE,-0.8693,1281,Corporation,SAAB-SCANIA,05/15/1998,SAAB 340B,Valid,Fixed Wing Multi-Engine,Turbo-Prop,None
US,N250AY,0.6589,299,Corporation,BOEING,09/13/2005,767-201,Valid,Fixed Wing Multi-Engine,Turbo-Jet,1988
WN,N250WN,-5.5320,2799,Corporation,BOEING,09/07/2006,737-7H4,Valid,Fixed Wing Multi-Engine,Turbo-Fan,2006
OO,N250YV,-1.4278,15493,Corporation,EMBRAER,07/10/1998,EMB-120ER,Valid,Fixed Wing Multi-Engine,Turbo-Prop,1993
XE,N25134,0.1947,6128,Corporation,EMBRAER,04/16/2003,EMB-145XR,Valid,Fixed Wing Multi-Engine,Turbo-Fan,2003
AA,N251AA,-1.2047,15298,Corporation,MCDONNELL DOUGLAS,08/08/2007,DC-9-82(MD-82),Valid,Fixed Wing Multi-Engine,Turbo-Fan,1984
US,N251AA,-5.1036,1230,Corporation,MCDONNELL DOUGLAS,08/08/2007,DC-9-82(MD-82),Valid,Fixed Wing Multi-Engine,Turbo-Fan,1984
US,N251AY,1.4142,438,Corporation,BOEING,12/14/2005,767-2B7,Valid,Fixed Wing Multi-Engine,Turbo-Jet,1990
WN,N251WN,-5.7201,2745,Corporation,BOEING,09/13/2006,737-7H4,Valid,Fixed Wing Multi-Engine,Turbo-Fan,2006
OO,N251YV,-1.3113,15830,Corporation,EMBRAER,06/24/1998,EMB-120ER,Valid,Fixed Wing Multi-Engine,Turbo-Prop,1993
