UniqueCarrier,tailnum,AvgCatchUpTime,iloscWystapien,type,manufacturer,issue_date,model,status,aircraft_type,engine_type,year
XE,N10156,-0.3711,5201,Corporation,EMBRAER,02/13/2004,EMB-145XR,Valid,Fixed Wing Multi-Engine,Turbo-Fan,2004
US,N102UW,-1.9743,9678,Corporation,AIRBUS INDUSTRIE,05/26/1999,A320-214,Valid,Fixed Wing Multi-Engine,Turbo-Fan,1998
CO,N10323,-0.3419,14566,Corporation,BOEING,07/01/1997,737-3TO,Valid,Fixed Wing Multi-Engine,Turbo-Jet,1986
US,N103US,-2.5136,1444,Corporation,AIRBUS INDUSTRIE,06/18/1999,A320-214,Valid,Fixed Wing Multi-Engine,Turbo-Fan,1999
UA,N104UA,-1.0995,373,Corporation,BOEING,01/26/1998,747-422,Valid,Fixed Wing Multi-Engine,Turbo-Fan,1998
US,N104UW,-1.9262,9828,Corporation,AIRBUS INDUSTRIE,07/02/1999,A320-214,Valid,Fixed Wing Multi-Engine,Turbo-Fan,1999
XE,N10575,1.4796,9692,Corporation,EMBRAER,06/24/2003,EMB-145LR,Valid,Fixed Wing Multi-Engine,Turbo-Fan,2002
UA,N105UA,-2.3771,588,Corporation,BOEING,10/15/2007,747-451,Valid,Fixed Wing Multi-Engine,Turbo-Jet,1994
US,N105UW,-1.5818,9865,Corporation,AIRBUS INDUSTRIE,07/22/1999,A320-214,Valid,Fixed Wing Multi-Engine,Turbo-Fan,1999
US,N106US,-2.2903,1470,Corporation,AIRBUS INDUSTRIE,08/05/1999,A320-214,Valid,Fixed Wing Multi-Engine,Turbo-Fan,1999
UA,N107UA,-0.8868,424,Corporation,BOEING,08/24/1998,747-422,Valid,Fixed Wing Multi-Engine,Turbo-Fan,1998
US,N107US,-0.9174,1520,Corporation,AIRBUS INDUSTRIE,08/17/1999,A320-214,Valid,Fixed Wing Multi-Engine,Turbo-Fan,1999
US,N108UW,-1.1909,9217,Corporation,AIRBUS INDUSTRIE,09/03/1999,A320-214,Valid,Fixed Wing Multi-Engine,Turbo-Fan,1999
US,N109UW,-1.2310,9261,Corporation,AIRBUS INDUSTRIE,09/10/1999,A320-214,Valid,Fixed Wing Multi-Engine,Turbo-Fan,1999
US,N110UW,-1.5720,10001,Corporation,AIRBUS INDUSTRIE,11/22/1999,A320-214,Valid,Fixed Wing Multi-Engine,Turbo-Fan,1999
XE,N11106,-0.1690,6554,Corporation,EMBRAER,06/25/2003,EMB-145XR,Valid,Fixed Wing Multi-Engine,Turbo-Fan,2002
XE,N11107,0.3293,6528,Corporation,EMBRAER,06/25/2003,EMB-145XR,Valid,Fixed Wing Multi-Engine,Turbo-Fan,2002
XE,N11109,0.4982,6428,Corporation,EMBRAER,06/25/2003,EMB-145XR,Valid,Fixed Wing Multi-Engine,Turbo-Fan,2002
XE,N11113,-0.2520,6516,Corporation,EMBRAER,06/25/2003,EMB-145XR,Valid,Fixed Wing Multi-Engine,Turbo-Fan,2002
XE,N11119,0.3101,6495,Corporation,EMBRAER,01/08/2003,EMB-145XR,Valid,Fixed Wing Multi-Engine,Turbo-Fan,2002
XE,N11121,0.1969,6471,Corporation,EMBRAER,01/22/2003,EMB-145XR,Valid,Fixed Wing Multi-Engine,Turbo-Fan,2003
XE,N11127,0.5243,6376,Corporation,EMBRAER,03/10/2003,EMB-145XR,Valid,Fixed Wing Multi-Engine,Turbo-Fan,2003
XE,N11137,0.2329,6039,Corporation,EMBRAER,05/21/2003,EMB-145XR,Valid,Fixed Wing Multi-Engine,Turbo-Fan,2003
XE,N11140,0.3046,5929,Corporation,EMBRAER,06/16/2003,EMB-145XR,Valid,Fixed Wing Multi-Engine,Turbo-Fan,2003
XE,N11150,0.0504,5500,Corporation,EMBRAER,10/21/2003,EMB-145XR,Valid,Fixed Wing Multi-Engine,Turbo-Fan,2003
XE,N11155,0.3216,5153,Corporation,EMBRAER,01/28/2004,EMB-145XR,Valid,Fixed Wing Multi-Engine,Turbo-Fan,2004
XE,N11164,-1.2345,5128,Corporation,EMBRAER,06/09/2004,EMB-145XR,Valid,Fixed Wing Multi-Engine,Turbo-Fan,2004
XE,N11165,-0.2003,4724,Corporation,EMBRAER,06/24/2004,EMB-145XR,Valid,Fixed Wing Multi-Engine,Turbo-Fan,2004
XE,N11176,-0.3871,4025,Corporation,EMBRAER,01/12/2005,EMB-145XR,Valid,Fixed Wing Multi-Engine,Turbo-Fan,2004
XE,N11181,-0.5323,3914,Corporation,EMBRAER,04/13/2005,EMB-145XR,Valid,Fixed Wing Multi-Engine,Turbo-Fan,2005
XE,N11184,0.1209,3549,Corporation,EMBRAER,05/25/2005,EMB-145XR,Valid,Fixed Wing Multi-Engine,Turbo-Fan,2005
XE,N11187,-3.1577,3313,Corporation,EMBRAER,07/13/2005,EMB-145XR,Valid,Fixed Wing Multi-Engine,Turbo-Fan,2005
XE,N11189,-2.7784,3308,Corporation,EMBRAER,08/11/2005,EMB-145XR,Valid,Fixed Wing Multi-Engine,Turbo-Fan,2005
XE,N11191,-2.6673,3422,Corporation,EMBRAER,09/14/2005,EMB-145XR,Valid,Fixed Wing Multi-Engine,Turbo-Fan,2005
XE,N11192,-3.1945,3411,Corporation,EMBRAER,10/05/2005,EMB-145XR,Valid,Fixed Wing Multi-Engine,Turbo-Fan,2005
XE,N11193,-2.2411,3474,Corporation,EMBRAER,10/19/2005,EMB-145XR,Valid,Fixed Wing Multi-Engine,Turbo-Fan,2005
XE,N11194,-2.8087,3356,Corporation,EMBRAER,11/09/2005,EMB-145XR,Valid,Fixed Wing Multi-Engine,Turbo-Fan,2005
XE,N11199,-2.3132,2442,Corporation,EMBRAER,02/22/2006,EMB-145XR,Valid,Fixed Wing Multi-Engine,Turbo-Fan,2006
US,N111US,-3.0106,1515,Corporation,AIRBUS INDUSTRIE,11/29/1999,A320-214,Valid,Fixed Wing Multi-Engine,Turbo-Fan,1999
CO,N11206,-1.3652,7210,Corporation,BOEING,07/27/2000,737-824,Valid,Fixed Wing Multi-Engine,Turbo-Fan,2000
US,N112US,-2.8433,1491,Corporation,AIRBUS INDUSTRIE,12/22/1999,A320-214,Valid,Fixed Wing Multi-Engine,Turbo-Fan,1999
US,N113UW,-1.8011,9163,Corporation,AIRBUS INDUSTRIE,01/18/2000,A320-214,Valid,Fixed Wing Multi-Engine,Turbo-Fan,1999
US,N114UW,-2.0358,8999,Corporation,AIRBUS INDUSTRIE,01/24/2000,A320-214,Valid,Fixed Wing Multi-Engine,Turbo-Fan,1999
XE,N11526,0.8616,7947,Corporation,EMBRAER,04/04/2001,EMB-135LR,Valid,Fixed Wing Multi-Engine,Turbo-Fan,2001
XE,N11535,1.1630,9068,Corporation,EMBRAER,07/10/2002,EMB-145LR,Valid,Fixed Wing Multi-Engine,Turbo-Fan,2001
XE,N11536,1.1607,9193,Corporation,EMBRAER,07/10/2002,EMB-145LR,Valid,Fixed Wing Multi-Engine,Turbo-Fan,2001
XE,N11539,1.2128,9208,Corporation,EMBRAER,05/29/2002,EMB-145LR,Valid,Fixed Wing Multi-Engine,Turbo-Fan,2001
XE,N11544,0.7179,8571,Corporation,EMBRAER,05/30/2002,EMB-145LR,Valid,Fixed Wing Multi-Engine,Turbo-Fan,2002
XE,N11547,0.4948,8566,Corporation,EMBRAER,05/30/2002,EMB-145LR,Valid,Fixed Wing Multi-Engine,Turbo-Fan,2002
XE,N11548,1.7119,9153,Corporation,EMBRAER,05/30/2002,EMB-145LR,Valid,Fixed Wing Multi-Engine,Turbo-Fan,2002
XE,N11551,0.4890,9000,Corporation,EMBRAER,05/30/2002,EMB-145LR,Valid,Fixed Wing Multi-Engine,Turbo-Fan,2002
XE,N11565,0.9529,9157,Corporation,EMBRAER,08/23/2002,EMB-145LR,Valid,Fixed Wing Multi-Engine,Turbo-Fan,2002
CO,N11612,-0.3028,10310,Corporation,BOEING,07/20/1994,737-524,Valid,Fixed Wing Multi-Engine,Turbo-Fan,1994
CO,N11641,-0.6110,12879,Corporation,BOEING,08/29/1997,737-524,Valid,Fixed Wing Multi-Engine,Turbo-Fan,1997
CO,N11651,-0.5373,10468,Corporation,BOEING,12/31/1997,737-524,Valid,Fixed Wing Multi-Engine,Turbo-Fan,1997
CO,N11656,-0.7328,11075,Corporation,BOEING,02/22/2008,737-524,Valid,Fixed Wing Multi-Engine,Turbo-Fan,1998
UA,N116UA,-2.9310,320,Corporation,BOEING,12/29/1998,747-422,Valid,Fixed Wing Multi-Engine,Turbo-Fan,1998
UA,N117UA,-2.3210,461,Corporation,BOEING,02/01/1999,747-422,Valid,Fixed Wing Multi-Engine,Turbo-Fan,1999
US,N117UW,-1.8497,8648,Corporation,AIRBUS INDUSTRIE,08/11/2000,A320-214,Valid,Fixed Wing Multi-Engine,Turbo-Fan,2000
US,N118US,-1.1350,1539,Corporation,AIRBUS INDUSTRIE,09/14/2000,A320-214,Valid,Fixed Wing Multi-Engine,Turbo-Fan,2000
UA,N119UA,-3.1512,324,Corporation,BOEING,03/31/1999,747-422,Valid,Fixed Wing Multi-Engine,Turbo-Fan,1999
US,N119US,-1.9516,1510,Corporation,AIRBUS INDUSTRIE,08/18/2000,A320-214,Valid,Fixed Wing Multi-Engine,Turbo-Fan,2000
DL,N1200K,-1.3984,1615,Corporation,BOEING,04/13/1998,767-332,Valid,Fixed Wing Multi-Engine,Turbo-Fan,1998
DL,N1201P,-1.7694,1479,Corporation,BOEING,04/22/1998,767-332,Valid,Fixed Wing Multi-Engine,Turbo-Fan,1998
UA,N120UA,-1.5994,318,Corporation,BOEING,04/13/1999,747-422,Valid,Fixed Wing Multi-Engine,Turbo-Fan,1999
CO,N12109,-0.0173,10624,Corporation,BOEING,12/07/1994,757-224,Valid,Fixed Wing Multi-Engine,Turbo-Jet,1994
CO,N12114,1.0150,4358,Corporation,BOEING,07/05/1995,757-224,Valid,Fixed Wing Multi-Engine,Turbo-Jet,1995
CO,N12116,0.1583,5758,Corporation,BOEING,03/29/1996,757-224,Valid,Fixed Wing Multi-Engine,Turbo-Jet,1996
XE,N12122,0.0207,6492,Corporation,EMBRAER,01/22/2003,EMB-145XR,Valid,Fixed Wing Multi-Engine,Turbo-Fan,2003
CO,N12125,-0.2346,8647,Corporation,BOEING,02/02/1998,757-224,Valid,Fixed Wing Multi-Engine,Turbo-Jet,1998
XE,N12126,0.3650,6427,Corporation,EMBRAER,02/12/2003,EMB-145XR,Valid,Fixed Wing Multi-Engine,Turbo-Fan,2003
XE,N12135,0.0279,6128,Corporation,EMBRAER,05/07/2003,EMB-145XR,Valid,Fixed Wing Multi-Engine,Turbo-Fan,2003
XE,N12136,0.2729,6017,Corporation,EMBRAER,05/14/2003,EMB-145XR,Valid,Fixed Wing Multi-Engine,Turbo-Fan,2003
XE,N12142,0.5435,5862,Corporation,EMBRAER,06/26/2003,EMB-145XR,Valid,Fixed Wing Multi-Engine,Turbo-Fan,2003
XE,N12145,0.5182,5680,Corporation,EMBRAER,08/26/2003,EMB-145XR,Valid,Fixed Wing Multi-Engine,Turbo-Fan,2003
XE,N12157,-0.1060,5062,Corporation,EMBRAER,02/19/2004,EMB-145XR,Valid,Fixed Wing Multi-Engine,Turbo-Fan,2004
XE,N12160,-0.3596,4930,Corporation,EMBRAER,04/14/2004,EMB-145XR,Valid,Fixed Wing Multi-Engine,Turbo-Fan,2004
XE,N12163,-1.3005,5161,Corporation,EMBRAER,05/26/2004,EMB-145XR,Valid,Fixed Wing Multi-Engine,Turbo-Fan,2004
XE,N12166,-1.4741,4944,Corporation,EMBRAER,07/28/2004,EMB-145XR,Valid,Fixed Wing Multi-Engine,Turbo-Fan,2004
XE,N12167,0.0790,4670,Corporation,EMBRAER,07/29/2004,EMB-145XR,Valid,Fixed Wing Multi-Engine,Turbo-Fan,2004
XE,N12172,0.0487,4413,Corporation,EMBRAER,10/27/2004,EMB-145XR,Valid,Fixed Wing Multi-Engine,Turbo-Fan,2004
XE,N12175,-1.0754,3698,Corporation,EMBRAER,12/15/2004,EMB-145XR,Valid,Fixed Wing Multi-Engine,Turbo-Fan,2004
XE,N12195,-2.7637,3164,Corporation,EMBRAER,12/07/2005,EMB-145XR,Valid,Fixed Wing Multi-Engine,Turbo-Fan,2005
DL,N121DE,0.2853,15200,Corporation,BOEING,06/09/1987,767-332,Valid,Fixed Wing Multi-Engine,Turbo-Fan,1987
UA,N121UA,-2.9441,305,Corporation,BOEING,04/23/1999,747-422,Valid,Fixed Wing Multi-Engine,Turbo-Fan,1999
US,N121UW,-1.9914,8065,Corporation,AIRBUS INDUSTRIE,09/22/2000,A320-214,Valid,Fixed Wing Multi-Engine,Turbo-Fan,2000
XE,N12201,-2.5368,2623,Corporation,EMBRAER,04/19/2006,EMB-145XR,Valid,Fixed Wing Multi-Engine,Turbo-Fan,2006
CO,N12216,-1.1278,8179,Corporation,BOEING,08/05/1998,737-824,Valid,Fixed Wing Multi-Engine,Turbo-Fan,1998
CO,N12218,-1.5402,7959,Corporation,BOEING,08/17/1998,737-824,Valid,Fixed Wing Multi-Engine,Turbo-Fan,1998
CO,N12221,-1.3366,7915,Corporation,BOEING,12/02/1998,737-824,Valid,Fixed Wing Multi-Engine,Turbo-Fan,1998
CO,N12225,-1.1319,7971,Corporation,BOEING,12/22/1998,737-824,Valid,Fixed Wing Multi-Engine,Turbo-Fan,1998
CO,N12238,-0.6576,7598,Corporation,BOEING,10/12/1999,737-824,Valid,Fixed Wing Multi-Engine,Turbo-Fan,1999
UA,N122UA,-2.1694,361,Corporation,BOEING,06/15/1999,747-422,Valid,Fixed Wing Multi-Engine,Turbo-Fan,1999
US,N122US,-1.8343,1532,Corporation,AIRBUS INDUSTRIE,11/30/2000,A320-214,Valid,Fixed Wing Multi-Engine,Turbo-Fan,2000
CO,N12313,-0.3151,16274,Corporation,BOEING,10/18/1985,737-3TO,Valid,Fixed Wing Multi-Engine,Turbo-Jet,1985
CO,N12318,-0.2189,16353,Corporation,BOEING,07/18/2006,737-3TO,Valid,Fixed Wing Multi-Engine,Turbo-Jet,1986
CO,N12319,-0.4936,16258,Corporation,BOEING,07/18/2006,737-3TO,Valid,Fixed Wing Multi-Engine,Turbo-Jet,1986
CO,N12322,-0.4082,14552,Corporation,BOEING,06/30/1997,737-3TO,Valid,Fixed Wing Multi-Engine,Turbo-Jet,1986
CO,N12327,-0.4037,15369,Corporation,BOEING,05/05/2004,737-3TO,Valid,Fixed Wing Multi-Engine,Turbo-Jet,1986
CO,N12349,-0.6258,12063,Corporation,BOEING,10/04/2006,737-3TO,Valid,Fixed Wing Multi-Engine,Turbo-Jet,1987
US,N123UW,-2.1667,8031,Corporation,AIRBUS INDUSTRIE,11/20/2000,A320-214,Valid,Fixed Wing Multi-Engine,Turbo-Fan,2000
DL,N124DE,-0.4528,15404,Corporation,BOEING,11/25/1987,767-332,Valid,Fixed Wing Multi-Engine,Turbo-Fan,1987
US,N124US,-1.9337,1615,Corporation,AIRBUS INDUSTRIE,11/21/2000,A320-214,Valid,Fixed Wing Multi-Engine,Turbo-Fan,2000
XE,N12519,0.6454,8028,Corporation,EMBRAER,01/10/2001,EMB-135LR,Valid,Fixed Wing Multi-Engine,Turbo-Fan,2001
XE,N12528,0.8305,8030,Corporation,EMBRAER,05/31/2002,EMB-135LR,Valid,Fixed Wing Multi-Engine,Turbo-Fan,None
XE,N12530,0.5665,7921,Corporation,EMBRAER,05/31/2002,EMB-135LR,Valid,Fixed Wing Multi-Engine,Turbo-Fan,2001
XE,N12540,1.3068,9266,Corporation,EMBRAER,05/30/2002,EMB-145LR,Valid,Fixed Wing Multi-Engine,Turbo-Fan,2001
XE,N12552,1.3181,8451,Corporation,EMBRAER,05/30/2002,EMB-145LR,Valid,Fixed Wing Multi-Engine,Turbo-Fan,2002
XE,N12563,0.5144,9246,Corporation,EMBRAER,06/27/2002,EMB-145LR,Valid,Fixed Wing Multi-Engine,Turbo-Fan,2002
XE,N12564,1.1845,9078,Corporation,EMBRAER,07/18/2002,EMB-145LR,Valid,Fixed Wing Multi-Engine,Turbo-Fan,2002
XE,N12567,1.2088,9385,Corporation,EMBRAER,08/26/2002,EMB-145LR,Valid,Fixed Wing Multi-Engine,Turbo-Fan,2002
XE,N12569,1.4958,9817,Corporation,EMBRAER,06/24/2003,EMB-145LR,Valid,Fixed Wing Multi-Engine,Turbo-Fan,2002
DL,N125DL,0.3390,15472,Corporation,BOEING,02/06/2008,767-332,Valid,Fixed Wing Multi-Engine,Turbo-Fan,1988
FL,N126AT,-1.7416,6502,Corporation,BOEING,06/24/2004,737-76N,Valid,Fixed Wing Multi-Engine,Turbo-Fan,2004
DL,N126DL,0.9083,15353,Corporation,BOEING,02/04/2008,767-332,Valid,Fixed Wing Multi-Engine,Turbo-Fan,1988
DL,N127DL,0.7907,15410,Corporation,BOEING,07/11/1988,767-332,Valid,Fixed Wing Multi-Engine,Turbo-Fan,1988
DL,N128DL,0.3301,15186,Corporation,BOEING,07/13/1988,767-332,Valid,Fixed Wing Multi-Engine,Turbo-Fan,1988
UA,N128UA,-1.4966,292,Corporation,BOEING,05/15/2000,747-422,Valid,Fixed Wing Multi-Engine,Turbo-Fan,2000
XE,N12900,1.1846,9101,Corporation,EMBRAER,07/01/2002,EMB-145LR,Valid,Fixed Wing Multi-Engine,Turbo-Fan,2001
XE,N12921,1.5567,9090,Corporation,EMBRAER,12/14/2000,EMB-145LR,Valid,Fixed Wing Multi-Engine,Turbo-Fan,2000
XE,N12922,1.5336,9142,Corporation,EMBRAER,11/08/2000,EMB-145LR,Valid,Fixed Wing Multi-Engine,Turbo-Fan,2000
XE,N12924,1.1968,9097,Corporation,EMBRAER,10/30/2000,EMB-145LR,Valid,Fixed Wing Multi-Engine,Turbo-Fan,2000
XE,N12934,1.3021,10547,Corporation,EMBRAER,02/23/1998,EMB-145EP,Valid,Fixed Wing Multi-Engine,Turbo-Jet,1997
XE,N12946,1.7557,9941,Corporation,EMBRAER,07/22/1998,EMB-145EP,Valid,Fixed Wing Multi-Engine,Turbo-Jet,1998
XE,N12957,1.4728,8977,Corporation,EMBRAER,01/04/1999,EMB-145LR,Valid,Fixed Wing Multi-Engine,Turbo-Fan,1998
XE,N12967,1.2201,9065,Corporation,EMBRAER,06/18/1999,EMB-145LR,Valid,Fixed Wing Multi-Engine,Turbo-Fan,1999
XE,N12996,1.2962,8931,Corporation,EMBRAER,10/30/2000,EMB-145LR,Valid,Fixed Wing Multi-Engine,Turbo-Fan,2000
DL,N129DL,0.3864,15487,Corporation,BOEING,07/11/1988,767-332,Valid,Fixed Wing Multi-Engine,Turbo-Fan,1988
NW,N1309T,0.2027,18529,Corporation,DOUGLAS,06/17/2004,DC-9-31,Valid,Fixed Wing Multi-Engine,Turbo-Jet,1968
DL,N130DL,0.4789,15358,Corporation,BOEING,03/06/2007,767-332,Valid,Fixed Wing Multi-Engine,Turbo-Fan,1988
CO,N13110,-0.0490,11316,Corporation,BOEING,12/08/1994,757-224,Valid,Fixed Wing Multi-Engine,Turbo-Jet,1994
CO,N13113,0.1106,10759,Corporation,BOEING,04/12/1995,757-224,Valid,Fixed Wing Multi-Engine,Turbo-Jet,1995
XE,N13118,-0.2717,6659,Corporation,EMBRAER,06/26/2003,EMB-145XR,Valid,Fixed Wing Multi-Engine,Turbo-Fan,2002
XE,N13123,0.2247,6435,Corporation,EMBRAER,02/05/2003,EMB-145XR,Valid,Fixed Wing Multi-Engine,Turbo-Fan,2003
XE,N13124,0.2599,6386,Corporation,EMBRAER,02/05/2003,EMB-145XR,Valid,Fixed Wing Multi-Engine,Turbo-Fan,2003
XE,N13132,0.2072,6186,Corporation,EMBRAER,04/09/2003,EMB-145XR,Valid,Fixed Wing Multi-Engine,Turbo-Fan,2003
XE,N13133,0.2815,6189,Corporation,EMBRAER,04/16/2003,EMB-145XR,Valid,Fixed Wing Multi-Engine,Turbo-Fan,2003
CO,N13138,0.1823,7241,Corporation,BOEING,06/02/2000,757-224,Valid,Fixed Wing Multi-Engine,Turbo-Jet,1999
XE,N13161,-1.1631,4993,Corporation,EMBRAER,04/29/2004,EMB-145XR,Valid,Fixed Wing Multi-Engine,Turbo-Fan,2004
DL,N131DN,0.6761,15413,Corporation,BOEING,11/19/2007,767-332,Valid,Fixed Wing Multi-Engine,Turbo-Fan,1990
XE,N13202,-2.3260,2160,Corporation,EMBRAER,04/26/2006,EMB-145XR,Valid,Fixed Wing Multi-Engine,Turbo-Fan,2006
CO,N13248,-0.8414,7648,Corporation,BOEING,12/07/1999,737-824,Valid,Fixed Wing Multi-Engine,Turbo-Fan,1999
DL,N132DN,0.9545,15553,Corporation,BOEING,02/15/1991,767-332,Valid,Fixed Wing Multi-Engine,Turbo-Fan,1991
NW,N1332U,0.2404,18078,Corporation,MCDONNELL DOUGLAS,12/22/1986,DC-9-31,Valid,Fixed Wing Multi-Engine,Turbo-Jet,1969
NW,N1334U,0.3710,19062,Corporation,DOUGLAS,12/22/1986,DC-9-31,Valid,Fixed Wing Multi-Engine,Turbo-Jet,1970
DL,N133DN,0.6688,15641,Corporation,BOEING,02/14/1991,767-332,Valid,Fixed Wing Multi-Engine,Turbo-Fan,1991
DL,N134DL,0.3459,15641,Corporation,BOEING,02/26/1991,767-332,Valid,Fixed Wing Multi-Engine,Turbo-Fan,1991
XE,N13538,1.8235,8435,Corporation,EMBRAER,05/30/2002,EMB-145LR,Valid,Fixed Wing Multi-Engine,Turbo-Fan,2001
XE,N13550,1.0433,9244,Corporation,EMBRAER,05/30/2002,EMB-145LR,Valid,Fixed Wing Multi-Engine,Turbo-Fan,2002
XE,N13553,0.8274,9219,Corporation,EMBRAER,05/30/2002,EMB-145LR,Valid,Fixed Wing Multi-Engine,Turbo-Fan,2002
XE,N13566,1.1617,9175,Corporation,EMBRAER,08/23/2002,EMB-145LR,Valid,Fixed Wing Multi-Engine,Turbo-Fan,2002
DL,N135DL,0.7986,15612,Corporation,BOEING,06/06/1991,767-332,Valid,Fixed Wing Multi-Engine,Turbo-Fan,1991
CO,N13624,-0.5389,17146,Corporation,BOEING,02/07/1995,737-524,Valid,Fixed Wing Multi-Engine,Turbo-Fan,1995
DL,N136DL,0.4875,15818,Corporation,BOEING,06/18/1991,767-332,Valid,Fixed Wing Multi-Engine,Turbo-Fan,1991
CO,N13716,-0.7644,7331,Corporation,BOEING,12/07/1998,737-724,Valid,Fixed Wing Multi-Engine,Turbo-Jet,1998
CO,N13718,-1.1199,7047,Corporation,BOEING,01/26/1999,737-724,Valid,Fixed Wing Multi-Engine,Turbo-Jet,1999
CO,N13720,-0.9491,7166,Corporation,BOEING,03/01/1999,737-724,Valid,Fixed Wing Multi-Engine,Turbo-Jet,1999
CO,N13750,-0.5939,7059,Corporation,BOEING,06/07/1999,737-724,Valid,Fixed Wing Multi-Engine,Turbo-Jet,1999
DL,N137DL,0.8859,15535,Corporation,BOEING,11/01/1991,767-332,Valid,Fixed Wing Multi-Engine,Turbo-Fan,1991
DL,N138DL,0.6849,15736,Corporation,BOEING,01/21/1992,767-332,Valid,Fixed Wing Multi-Engine,Turbo-Fan,1991
XE,N13903,1.4437,9185,Corporation,EMBRAER,07/02/2002,EMB-145LR,Valid,Fixed Wing Multi-Engine,Turbo-Fan,2001
XE,N13908,1.7323,8497,Corporation,EMBRAER,05/31/2002,EMB-145LR,Valid,Fixed Wing Multi-Engine,Turbo-Fan,2001
XE,N13913,0.9936,9234,Corporation,EMBRAER,05/25/2001,EMB-145LR,Valid,Fixed Wing Multi-Engine,Turbo-Fan,2001
XE,N13914,1.0315,9074,Corporation,EMBRAER,05/09/2001,EMB-145LR,Valid,Fixed Wing Multi-Engine,Turbo-Fan,2001
XE,N13929,1.6996,10277,Corporation,EMBRAER,11/29/1997,EMB-145EP,Valid,Fixed Wing Multi-Engine,Turbo-Jet,1997
XE,N13935,1.3588,10377,Corporation,EMBRAER,02/23/1998,EMB-145EP,Valid,Fixed Wing Multi-Engine,Turbo-Jet,1997
XE,N13936,1.2728,10268,Corporation,EMBRAER,02/23/1998,EMB-145EP,Valid,Fixed Wing Multi-Engine,Turbo-Jet,1997
XE,N13949,1.6078,8792,Corporation,EMBRAER,07/22/1998,EMB-145LR,Valid,Fixed Wing Multi-Engine,Turbo-Fan,1998
XE,N13955,1.3096,8909,Corporation,EMBRAER,01/04/1999,EMB-145LR,Valid,Fixed Wing Multi-Engine,Turbo-Fan,1998
XE,N13956,0.9099,9098,Corporation,EMBRAER,01/04/1999,EMB-145LR,Valid,Fixed Wing Multi-Engine,Turbo-Fan,1998
XE,N13958,1.6007,8832,Corporation,EMBRAER,01/04/1999,EMB-145LR,Valid,Fixed Wing Multi-Engine,Turbo-Fan,1998
XE,N13964,0.9902,8872,Corporation,EMBRAER,06/17/1999,EMB-145LR,Valid,Fixed Wing Multi-Engine,Turbo-Fan,1999
XE,N13965,1.6622,8890,Corporation,EMBRAER,06/17/1999,EMB-145LR,Valid,Fixed Wing Multi-Engine,Turbo-Fan,1999
XE,N13968,1.3296,9032,Corporation,EMBRAER,06/17/1999,EMB-145LR,Valid,Fixed Wing Multi-Engine,Turbo-Fan,1999
XE,N13969,1.0867,9109,Corporation,EMBRAER,09/17/1999,EMB-145LR,Valid,Fixed Wing Multi-Engine,Turbo-Fan,1999
XE,N13970,1.3358,9004,Corporation,EMBRAER,09/20/1999,EMB-145LR,Valid,Fixed Wing Multi-Engine,Turbo-Fan,1999
XE,N13975,1.5956,8994,Corporation,EMBRAER,10/20/2000,EMB-145LR,Valid,Fixed Wing Multi-Engine,Turbo-Fan,1999
XE,N13978,1.5663,8450,Corporation,EMBRAER,10/20/2000,EMB-145LR,Valid,Fixed Wing Multi-Engine,Turbo-Fan,1999
XE,N13979,1.2329,8938,Corporation,EMBRAER,10/20/2000,EMB-145LR,Valid,Fixed Wing Multi-Engine,Turbo-Fan,1999
XE,N13988,1.1392,8952,Corporation,EMBRAER,10/20/2000,EMB-145LR,Valid,Fixed Wing Multi-Engine,Turbo-Fan,2000
XE,N13989,1.1381,8945,Corporation,EMBRAER,10/20/2000,EMB-145LR,Valid,Fixed Wing Multi-Engine,Turbo-Fan,2000
XE,N13990,1.7668,8869,Corporation,EMBRAER,10/20/2000,EMB-145LR,Valid,Fixed Wing Multi-Engine,Turbo-Fan,2000
XE,N13992,1.2204,8990,Corporation,EMBRAER,10/20/2000,EMB-145LR,Valid,Fixed Wing Multi-Engine,Turbo-Fan,2000
XE,N13994,1.5680,9119,Corporation,EMBRAER,10/30/2000,EMB-145LR,Valid,Fixed Wing Multi-Engine,Turbo-Fan,2000
XE,N13995,1.2289,9051,Corporation,EMBRAER,10/30/2000,EMB-145LR,Valid,Fixed Wing Multi-Engine,Turbo-Fan,2000
XE,N13997,1.1649,9085,Corporation,EMBRAER,10/30/2000,EMB-145LR,Valid,Fixed Wing Multi-Engine,Turbo-Fan,2000
DL,N139DL,0.7945,15249,Corporation,BOEING,05/11/1992,767-332,Valid,Fixed Wing Multi-Engine,Turbo-Fan,1992
DL,N1402A,-1.4895,15537,Corporation,BOEING,09/29/1993,767-332,Valid,Fixed Wing Multi-Engine,Turbo-Fan,1993
DL,N140LL,-1.4588,15562,Corporation,BOEING,03/24/2008,767-332,Valid,Fixed Wing Multi-Engine,Turbo-Fan,1993
CO,N14102,-0.1173,7055,Corporation,BOEING,06/03/1994,757-224,Valid,Fixed Wing Multi-Engine,Turbo-Jet,1994
XE,N14105,-0.1720,6441,Corporation,EMBRAER,06/24/2003,EMB-145XR,Valid,Fixed Wing Multi-Engine,Turbo-Fan,2002
CO,N14106,0.0574,10286,Corporation,BOEING,09/23/1994,757-224,Valid,Fixed Wing Multi-Engine,Turbo-Jet,1994
CO,N14107,0.3534,11055,Corporation,BOEING,10/17/1994,757-224,Valid,Fixed Wing Multi-Engine,Turbo-Jet,1994
